"Centre Code","Centre Name","Centre Type","All Student Count","Enrolment Effective","Actual Address Line 1","Actual Address Line 2","Actual Address Line 3","Actual Address Post Code","OIC Title","Postal Address 1","Postal Address 2","Postal Address 3","Postal Address Post Code","Band","Phone Number","Restrict Contact to Outside Teaching Hours","Fax Number","Internet Site","Official Low Year Level","Official High Year Level","Geographic Region","Federal Electorate","State Electorate","Local Government Area"
"6088","Skilling Solutions Queensland - Capalaba","Skilling Solutions Queensland","0","","Shop 98 Capalaba Park Shopping Centre","Cnr Mount Cotton Road & Redland Bay Road","Capalaba","4157","Officer-in-Charge","Shop 98 Capalaba Park Shopping Centre","Cnr Mount Cotton Road &","Capalaba","4157","","","N","","","","","South East","Bowman","Capalaba","Redland (C)"
"6089","Skilling Solutions Queensland - Chermside","Skilling Solutions Queensland","0","","Shop 231 Westfield Shopping Centre","Cnr Gympie Road & Hamilton Road","Chermside","4032","Officer-in-Charge","Shop 231, Wesfield Shopping Centre","Cnr Gympie Road & Hamilt","Chermside","4032","","","N","","","","","Metropolitan","Lilley","Nudgee","Brisbane (C)"
"6090","Skilling Solutions Queensland - Gladstone","Skilling Solutions Queensland","0","","Shop 35 Gladstone Central Shopping Ctr","Cnr Dawson Highway & Park Street","Gladstone","4680","Officer-in-Charge","Shop 35 Cnr Dawson Highway & Park Stre","Gladstone","","4680","","","N","","","","","Central Queensland","Flynn","Gladstone","Gladstone (R)"
"6091","Skilling Solutions Queensland - Hervey Bay","Skilling Solutions Queensland","0","","Ground Flr Brendan Hansen Building","50-54 Main Street","Pialba","4655","Officer-in-Charge","PO Box 1968","Hervey Bay","","4655","","","N","","","","","North Coast","Hinkler","Hervey Bay","Fraser Coast (R)"
"6092","Skilling Solutions Queensland - Ipswich","Skilling Solutions Queensland","0","","Shop 313A Redbank Plaza Shopping Village","1 Collingwood Drive","Redbank","4301","Officer-in-Charge","PO Box 289","Redbank","","4301","","","N","","","","","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"6093","Skilling Solutions Queensland - Logan Hyperdome","Skilling Solutions Queensland","0","","Shop 86 Logan Hyperdome Shopping Ctr","Pacific Highway","Loganholme","4129","Officer-in-Charge","PO Box 3528","Loganholme","","4129","","","N","","","","","South East","Forde","Springwood","Logan (C)"
"5756","Skilling Solutions Queensland - Loganlea","Skilling Solutions Queensland","0","","50-68 Armstrong Road","Meadowbrook","","4131","Director","PO Box 3528","Loganholme","","4129","","","N","","","","","South East","Forde","Waterford","Logan (C)"
"6094","Skilling Solutions Queensland - Mackay","Skilling Solutions Queensland","0","","Level 1 Post Office Square","Cnr Gordon Street & Sydney Street","Mackay","4740","Officer-in-Charge","PO Box 603","Mackay","","4740","","","N","","","","","Central Queensland","Dawson","Mackay","Mackay (R)"
"6481","Skilling Solutions Queensland - Maroochydore","Skilling Solutions Queensland","0","","Level 1 Sunshine Coast Inst of TAFE","170 Horton Parade","Maroochydore","4558","Unknown","PO Box 1870","Sunshine Plaza","Maroochydore","4558","","","N","(07) 3259 8557","","","","North Coast","Fairfax","Maroochydore","Sunshine Coast (R)"
"6086","Skilling Solutions Queensland - Morayfield","Skilling Solutions Queensland","0","","Shop 6E Morayfield Shopping Centre","Morayfield Road","Morayfield","4506","Officer-in-Charge","Po Box 621","Morayfield","","4506","","","N","","","","","North Coast","Longman","Morayfield","Moreton Bay (R)"
"6482","Skilling Solutions Queensland - Mt Isa","Skilling Solutions Queensland","0","","165-179 Abel Smith Parade","Mt Isa","","4825","Unknown","Mt Isa Institute of TAFE Campus","165-179 Abel Smith Pde","Mt Isa","4825","","","N","(07) 4947 2401","","","","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"6095","Skilling Solutions Queensland - Rockhampton","Skilling Solutions Queensland","0","","Shop 1LA Stockland Shopping Centre","Yamba Road","North Rockhampton","4701","Officer-in-Charge","PO Box 3354","Red Hill","North Rockhampton","4701","","","N","","","","","Central Queensland","Capricornia","Rockhampton","Rockhampton (R)"
"6104","Skilling Solutions Queensland - South Brisbane","Skilling Solutions Queensland","0","","1 Cordelia Street","South Brisbane","","4101","Unknown","PO Box 1326","Brisbane","","4001","","","N","","","","","Metropolitan","Griffith","South Brisbane","Brisbane (C)"
"6096","Skilling Solutions Queensland - Southport","Skilling Solutions Queensland","0","","Shop 1048 Australia Fair Shopping Centre","42 Marine Parade","Southport","4215","Officer-in-Charge","PO Box 3599","Australia Fair","","4215","","","N","","","","","South East","Moncrieff","Southport","Gold Coast (C)"
"6097","Skilling Solutions Queensland - Toowoomba","Skilling Solutions Queensland","0","","Shop 58A Grand Central Shopping Centre","Cnr Margaret Street & Dent Street","Toowoomba","4350","Officer-in-Charge","PO Box 3624","Toowoomba Village Fair","Toowoomba","4350","","","N","","","","","Darling Downs South West","Groom","Toowoomba North","Toowoomba (R)"
"6098","Skilling Solutions Queensland - Townsville","Skilling Solutions Queensland","0","","Shop 122 Stockland Shopping Centre","310-330 Ross River Road","Aitkenvale","4814","Officer-in-Charge","Shop 122, Stockland Shopping Centre","310-330 Ross River Road","Aitkenvale","4814","","","N","","","","","North Queensland","Herbert","Mundingburra","Townsville (C)"
"7522","Skills Queensland","Statutory Body","0","","133 Mary Street","Brisbane","","4000","General Manager","PO Box 15137","Brisbane","","4002","","(07) 3406 7566","N","(07) 3836 0080","","","","Central Office","","",""
"7524","Skills Recognition Unit","Administrative Unit (Other)","0","","Floor 4 Education House","30 Mary Street","Brisbane","4000","Director","PO Box 15033","City East","","4002","","(07) 3247 5025","","","","","","Central Office","Brisbane","Brisbane Central","Brisbane (C)"
"6447","Skills, Tertiary And Non-State Education","Administrative Unit (Other)","0","","Level 4 Education House","30 Mary Street","Brisbane","4000","Assistant Director-General","PO Box 15033","City East","","4002","","(07) 3235 9946","N","(07) 3237 1868","","","","Central Office","Brisbane","Brisbane Central","Brisbane (C)"
"6228","Slacks Creek SS - Special Education Program","Special Education Program","0","February 2012","Daisy Hill Road","Slacks Creek","","4127","Teacher-in-Charge","Daisy Hill Road","Slacks Creek","","4127","","(07) 3208 2211","N","(07) 3808 7232","","PY","07","South East","Rankin","Springwood","Logan (C)"
"0099","Slacks Creek State School","State School","244","February 2012","Daisy Hill Road","Slacks Creek","","4127","Principal","Daisy Hill Road","Slacks Creek","","4127","07","(07) 3386 5222","N","(07) 3808 7232","www.slaccreess.eq.edu.au","PY","07","South East","Rankin","Springwood","Logan (C)"
"1853","Slade Point State School","State School","277","February 2012","362 Slade Point Road","Slade Point Mackay","","4740","Principal","PO Box 9150","Slade Point","","4740","08","(07) 4965 7333","N","(07) 4965 7300","www.sladpoinss.eq.edu.au","PY","07","Central Queensland","Dawson","Mackay","Mackay (R)"
"3233","Smithfield SHS - Special Education Program","Special Education Program","0","February 2012","O'Brien Road","Smithfield","","4878","Head of Special Education Services","PO Box 500","Smithfield","","4878","05","(07) 4058 4317","N","(07) 4057 7664","www.smithfieldshs.eq.edu.au","08","12","Far North Queensland","Leichhardt","Barron River","Cairns (R)"
"2159","Smithfield State High School","State High School","821","February 2012","O'Brien Road","Smithfield","","4878","Principal","PO Box 500","Smithfield","","4878","10","(07) 4058 4333","N","(07) 4057 7664","www.smithfieldshs.eq.edu.au","08","12","Far North Queensland","Leichhardt","Barron River","Cairns (R)"
"5811","Somerset College (Mudgeeraba)","Non-State School","","","Somerset Drive","Mudgeeraba","","4213","Headmaster","Somerset Drive","Mudgeeraba","","4213","","(07) 5530 4100","N","(07) 5530 3208","www.somerset.qld.edu.au","PY","12","South East","Mcpherson","Mudgeeraba","Gold Coast (C)"
"3455","Somerset Hills SS - Special Education Program","Special Education Program","0","February 2012","Cnr Webster & Kitchener Roads","Stafford Heights","","4053","Head of Special Education Services","Cnr Webster & Kitchener Roads","Stafford Heights","","4053","05","(07) 3624 2222","N","(07) 3624 2200","","PY","07","Metropolitan","Lilley","Stafford","Brisbane (C)"
"0692","Somerset Hills State School","State School","129","February 2012","Cnr Webster And Kitchener Roads","Stafford Heights","","4053","Principal","PO Box 5641","Stafford Heights","","4053","07","(07) 3624 2222","N","(07) 3624 2200","www.somehillss.eq.edu.au","PY","07","Metropolitan","Lilley","Stafford","Brisbane (C)"
"5469","Somerville House (South Brisbane)","Non-State School","","","17 Graham Street","South Brisbane","","4101","Principal","PO Box 3357","South Brisbane","","4101","","(07) 3248 9200","N","(07) 3846 1450","www.somerville.qld.edu.au","PY","12","Metropolitan","Griffith","South Brisbane","Brisbane (C)"
"5718","South Coast Finance Centre","Consortium","0","","34-36 Glenferrie Drive","Robina","","4226","Officer-in-Charge","PO Box 557","Robina","","4226","","(07) 5562 4855","N","(07) 5562 4844","","","","South East","Mcpherson","Mermaid Beach","Gold Coast (C)"
"2276","South Coast School Sport","School Sport Council/Board","0","","Gate B Keebra Park SHS","56 Anne Street","Southport","4215","Regional School Sport Officer","PO Box 2818","Southport","","4215","","(07) 5583 6255","N","(07) 5591 2906","","","","South East","Moncrieff","Southport","Gold Coast (C)"
"6678","South East Four","District Office","0","","Flr 2 Sth East Quay Corporate Park","34-36 Glenferrie Drive","Robina","4226","Assistant Regional Director","PO Box 557","Robina DC","","4226","","(07) 5562 4888","N","(07) 5562 4800","","","","South East","Mcpherson","Mermaid Beach","Gold Coast (C)"
"6691","South East NSS","District Office","0","","Level 2 East Quay Corporate Park","34-36 Glenferrie Drive","Robina","4226","Unknown","PO Box 557","Robina","","4226","","(07) 5562 4888","N","(07) 5562 4800","","","","South East","Mcpherson","Mermaid Beach","Gold Coast (C)"
"6675","South East One","District Office","0","","Flr 2 Sth East Quay Corporate Park","34-36 Glenferrie Drive","Robina","4226","Assistant Regional Director","PO Box 557","Robina DC","","4226","","(07) 5562 4888","N","(07) 5562 4800","","","","South East","Mcpherson","Mermaid Beach","Gold Coast (C)"
"6620","South East Region","Region","0","","Level 2 East Quay Corporate Park","34-36 Glenferrie Drive","Robina","4226","Regional Director","PO Box 557","Robina","","4226","","(07) 5562 4888","N","(07) 5562 4800","","","","South East","Mcpherson","Mermaid Beach","Gold Coast (C)"
"8221","South East Region (Employment Initiatives)","Administrative Unit (Other)","0","","Level 2D Garden Square","643 Kessells Road","Upper Mt Gravatt","4122","Assistant Director-General","PO Box 6500","Mt Gravatt","","4122","","(07) 3224 7867","","(07) 3210 2849","","","","Central Office","Bonner","Mansfield","Brisbane (C)"
"6677","South East Three","District Office","0","","Herses Road","Eagleby","","4207","Assistant Regional Director","PO Box 5009","Eagleby","","4206","","(07) 3804 9666","N","(07) 3807 4943","","","","South East","Forde","Coomera","Logan (C)"
"7033","South East Training","District Office","0","","Floor 4 Education House","30 Mary Street","Brisbane","4000","Unknown","PO Box 15033","City East","","4002","","","N","","","","","South East","Brisbane","Brisbane Central","Brisbane (C)"
"6676","South East Two","District Office","0","","Herses Road","Eagleby","","4207","Assistant Regional Director","PO Box 5009","Eagleby","","4208","","(07) 3804 9666","N","(07) 3807 4943","","","","South East","Forde","Coomera","Logan (C)"
"1518","South Johnstone State School","State School","33","February 2012","East Avenue","South Johnstone","","4859","Principal","PO Box 5","South Johnstone","","4859","05","(07) 4064 2182","N","(07) 4064 2510","www.soutjohnss.eq.edu.au","PY","07","Far North Queensland","Kennedy","Hinchinbrook","Cassowary Coast (R)"
"2277","South West School Sport Board","School Sport Council/Board","0","","44-46 Bungil Street","Roma","","4455","Regional School Sport Officer","PO Box 456","Roma","","4455","","(07) 4622 9713","N","(07) 4622 3220","","","","Darling Downs South West","Maranoa","Warrego","Maranoa (R)"
"1241","Southbrook Central State School","State School","58","February 2012","1 School Road","Southbrook","","4363","Principal","P O Box 471","Pittsworth","","4356","05","(07) 4691 0142","N","(07) 4691 0334","www.soutcentss.eq.edu.au","PY","07","Darling Downs South West","Groom","Condamine","Toowoomba (R)"
"2487","Southern Cross Catholic College (Kippa Ring Prim)","Associated Facility","","","Nottingham Street","Kippa Ring","","4021","Principal","PO Box 121","Scarborough","","4020","","(07) 3480 3600","N","(07) 3480 3666","www.sccc.qld.edu.au","PY","06","North Coast","Petrie","Murrumba","Moreton Bay (R)"
"0014","Southern Cross Catholic College (Scarborough Sec)","Non-State School","","","299 - 307 Scarborough Road","Scarborough","","4020","Principal","PO Box 121","Scarborough","","4020","","(07) 3480 3600","N","(07) 3480 3666","www.sccc.qld.edu.au","PY","12","North Coast","Petrie","Redcliffe","Moreton Bay (R)"
"2488","Southern Cross Catholic College (Woody Point Prim)","Associated Facility","","","84 Collins Street","Woody Point","","4019","Principal","PO Box 121","Scarborough","","4020","","(07) 3480 3600","N","(07) 3480 3666","www.sccc.qld.edu.au","PY","06","North Coast","Petrie","Redcliffe","Moreton Bay (R)"
"1591","Southern Cross Catholic School (Townsville)","Non-State School","","","Gartrell Drive","Annandale","","4814","Principal","PO Box 1747","Aitkenvale","","4814","","(07) 4778 3444","N","(07) 4778 3500","www.sctsv.catholic.edu.au","PY","07","North Queensland","Dawson","Burdekin","Townsville (C)"
"8219","Southern Region (Employment Initiatives)","Administrative Unit (Other)","0","","Level 2 Block A","203 Tor Street","Toowoomba","4350","Assistant Director-General","PO Box 102","Toowoomba","","4350","","(07) 3224 7867","","(07) 3210 2849","","","","Central Office","Groom","Toowoomba North","Toowoomba (R)"
"6327","Southport Hospital Class","Pseudo Centre","0","","Nerang Street","Southport","","4215","Teacher-in-Charge","Nerang Street","Southport","","4215","","","N","","the.principal@southportspecs.eq.edu.au","","","South East","","",""
"2302","Southport SHS - Special Education Program","Special Education Program","0","February 2012","75 Smith Street","Southport","","4215","Head of Special Education Services","PO Box 1726","Southport","","4215","06","(07) 5509 1254","N","(07) 5509 1200","","08","12","South East","Moncrieff","Southport","Gold Coast (C)"
"3026","Southport Special School","Special School","159","February 2012","Cnr Kumbari Avenue and Smith Street","Southport","","4215","Principal","PO Box 377","Southport","","4215","10","(07) 5552 0333","N","(07) 5552 0300","www.southportspecs.eq.edu.au","PS","SS","South East","Moncrieff","Southport","Gold Coast (C)"
"3477","Southport SS - Special Education Program","Special Education Program","0","February 2012","215 Queen Street","Southport","","4215","Head of Special Education Services","215 Queen Street","Southport","","4215","06","(07) 5531 9108","N","(07) 5531 9199","www.southporss.eq.edu.au","PY","07","South East","Moncrieff","Southport","Gold Coast (C)"
"2037","Southport State High School","State High School","1038","February 2012","75 Smith Street","Southport","","4215","Principal","PO Box 1726","Southport","","4215","10","(07) 5509 1222","N","(07) 5509 1200","www.southportshs.eq.edu.au","08","12","South East","Moncrieff","Southport","Gold Coast (C)"
"0368","Southport State School","State School","519","February 2012","215 Queen Street","Southport","","4215","Principal","215 Queen Street","Southport","","4215","09","(07) 5531 9111","N","(07) 5531 9199","www.southporss.eq.edu.au","PY","07","South East","Moncrieff","Southport","Gold Coast (C)"
"2225","Southside Education Centre","Non-State School","","","153 Lister Street","Sunnybank","","4109","Principal","PO Box 234","Coopers Plains","","4108","","(07) 3423 7499","N","(07) 3423 7599","www.southside.qld.edu.au","08","12","Metropolitan","Moreton","Sunnybank","Brisbane (C)"
"6446","Speech Pathology Centre - Townsville","Pseudo Centre","0","","40 Burt Street","Mundingburra","","4812","Principal","40 Burt Street","Mundingburra","","4812","","(07) 4125 6614","N","","","","","North Queensland","Herbert","Mundingburra","Townsville (C)"
"5299","Spinifex State College - Junior Campus Special Education Program","Special Education Program","0","February 2012","Fifth Avenue","Parkside Mt Isa","","4825","Head of Special Education Services","PO Box 1355","Mount Isa","","4825","05","(07) 4740 1111","Y","(07) 4743 9102","","08","10","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"5149","Spinifex State College - Mount Isa - Junior Campus","Campus","896","February 2012","6-12 Fifth Avenue","Mount Isa","","4825","Principal","PO Box 1355","Mount Isa","","4825","09","(07) 4740 1111","Y","(07) 4743 9102","www.spinifexsc.eq.edu.au","08","10","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"5148","Spinifex State College - Mount Isa - Senior Campus","Campus","0","February 2012","145 - 163 Abel Smith Parade","Mount Isa","","4825","Head of Campus","P O Box 1729","Mount Isa","","4825","09","(07) 4744 7222","N","(07) 4744 7200","www.spinifexsc.eq.edu.au","11","12","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"5151","Spinifex State College - Mount Isa - Student Residential","Student Residential","0","February 2012","83 - 85 Transmission Street","Mount Isa","","4825","Head of Campus","PO Box 1842","Mount Isa","","4825","07","(07) 4745 4333","N","(07) 4743 5066","www.spinifexsc.eq.edu.au","","","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"5147","Spinifex State College - Mount Isa Education and Training Precinct","State High School","0","February 2012","Fifth Avenue","Mount Isa","","4825","Principal","PO Box 1355","Mount Isa","","4825","11","(07) 4740 1111","Y","(07) 4743 9102","www.spinifexsc.eq.edu.au","08","12","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"7394","Spinifex State College - Senior Campus Special Education Program","Special Education Program","0","February 2012","145 - 163 Abel Smith Parade","Mount Isa","","4825","Teacher-in-Charge","PO Box 1729","Mount Isa","","4825","","(07) 4740 1111","N","(07) 4743 9102","","11","12","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"1931","Springbrook State School","State School","29","February 2012","2327 Springbrook Road","Springbrook","","4213","Principal","2327 Springbrook Road","Springbrook","","4213","05","(07) 5548 3333","N","(07) 5548 3300","www.springbrss.eq.edu.au","PY","07","South East","Wright","Mudgeeraba","Gold Coast (C)"
"7937","Springfield Central SHS - Special Education Program","Special Education Program","0","February 2012","70 Parkland Drive","Springfield Central","","4300","Teacher-in-Charge","PO Box 4787","Springfield","","4300","","(07) 3470 6222","N","(07) 3470 0106","","08","12","Metropolitan","Blair","Bundamba","Ipswich (C)"
"7131","Springfield Central State High School","State High School","380","February 2012","70 Parkland Drive","Springfield Central","","4300","Principal","PO Box 4787","Springfield","","4300","09","(07) 3470 6222","N","(07) 3470 0106","www.springfieldcentralshs.eq.edu.au","08","10","Metropolitan","Blair","Bundamba","Ipswich (C)"
"7123","Springfield Central State School","State School","188","February 2012","257 Grande Avenue","Springfield Central","","4300","Principal","PO Box 4786","Springfield","","4300","08","(07) 3470 8666","N","(07) 3470 0153","www.springfieldcentralss.eq.edu.au","PY","07","Metropolitan","Blair","Bundamba","Ipswich (C)"
"5995","Springfield Lakes SS - Special Education Program","Special Education Program","0","February 2012","63 Springfield Lakes Boulevard","Springfield Lakes","","4300","Teacher-in-Charge","PO Box 4106","Springfield","","4300","","(07) 3437 9888","N","(07) 3437 9800","","PY","07","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"5556","Springfield Lakes State School","State School","1083","February 2012","63 Springfield Lakes Boulevard","Springfield Lakes","","4300","Principal","PO Box 4106","Springfield","","4300","10","(07) 3437 9888","N","(07) 3437 9800","www.springfieldlakesss.eq.edu.au","PY","07","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"0102","Springsure State School","State School","116","February 2012","55 Eclipse Street","Springsure","","4722","Principal","PO Box 24","Springsure","","4722","07","(07) 4981 4333","N","(07) 4984 1634","www.springsuss.eq.edu.au","PY","10","Central Queensland","Flynn","Gregory","Central Highlands (R)"
"3416","Springwood Central SS - Special Education Program","Special Education Program","0","February 2012","26-34 Dennis Road","Springwood","","4127","Head of Special Education Services","PO Box 21","Springwood","","4127","05","(07) 3290 9324","N","(07) 3290 9300","www.spricentss.eq.edu.au","0P","07","South East","Rankin","Springwood","Logan (C)"
"1869","Springwood Central State School","State School","329","February 2012","26-34 Dennis Road","Springwood","","4127","Principal","PO Box 21","Springwood","","4127","08","(07) 3290 9333","N","(07) 3290 9300","www.spricentss.eq.edu.au","PY","07","South East","Rankin","Springwood","Logan (C)"
"5996","Springwood Road SS - Special Education Program","Special Education Program","0","February 2012","94-120 Springwood Road","Springwood","","4127","Teacher-in-Charge","PO Box 1817","Springwood","","4127","","(07) 3341 5133","N","(07) 3341 9481","","PY","07","South East","Rankin","Springwood","Logan (C)"
"0358","Springwood Road State School","State School","576","February 2012","94-120 Springwood Road","Springwood","","4127","Principal","PO Box 1817","Springwood","","4127","09","(07) 3457 8333","N","(07) 3341 9481","www.spriroadss.eq.edu.au","PY","07","South East","Rankin","Springwood","Logan (C)"
"5957","Springwood SHS - Special Education Program","Special Education Program","0","February 2012","200 Springwood Road","Springwood","","4127","Teacher-in-Charge","PO Box 77","Springwood","","4127","","(07) 3380 6111","N","(07) 3380 6100","","08","12","South East","Rankin","Springwood","Logan (C)"
"2140","Springwood State High School","State High School","831","February 2012","202 Springwood Road","Springwood","","4127","Principal","PO Box 77","Springwood","","4127","10","(07) 3380 6111","N","(07) 3380 6100","www.springwoshs.eq.edu.au","08","12","South East","Rankin","Springwood","Logan (C)"
"5045","St Agatha's Primary School (Clayfield)","Non-State School","","","6 Hunter Lane","Clayfield","","4011","Principal","6 Hunter Lane","Clayfield","","4011","","(07) 3326 9222","N","(07) 3862 3431","www.stagathasclayfield.qld.edu.au","PY","07","Metropolitan","Brisbane","Clayfield","Brisbane (C)"
"5046","St Agnes' School (Mount Gravatt)","Non-State School","","","29 Tudor Street","Mount Gravatt","","4122","Principal","PO Box 500","Mount Gravatt","","4122","","(07) 3349 5130","N","(07) 3343 6091","www.stagnes.qld.edu.au","PY","07","Metropolitan","Bonner","Greenslopes","Brisbane (C)"
"5448","St Aidan's Anglican Girls School (Corinda)","Non-State School","","","11 Ruthven Street","Corinda","","4075","Principal","PO Box 46","Corinda","","4075","","(07) 3373 5999","N","(07) 3379 9432","www.staidans.qld.edu.au","PY","12","Metropolitan","Moreton","Mount Ommaney","Brisbane (C)"
"5047","St Ambrose's Primary School (Newmarket)","Non-State School","","","Davidson Street","Newmarket","","4051","Principal","Davidson Street","Newmarket","","4051","","(07) 3356 4130","N","(07) 3356 0353","www.stambrosesschool.qld.edu.au","PY","07","Metropolitan","Brisbane","Mount Coot-tha","Brisbane (C)"
"2480","St Andrew's Anglican College (Peregian Springs)","Non-State School","","","40 Peregian Springs Drive","Peregian Springs","","4573","Principal","40 Peregian Springs Drive","Peregian Springs","","4573","","(07) 5471 5555","N","(07) 5471 5500","www.saac.qld.edu.au","PY","12","North Coast","Fairfax","Noosa","Sunshine Coast (R)"
"2266","St Andrew's Catholic College Redlynch Valley","Non-State School","","","Intake Road","Redlynch","","4870","Principal","PO Box 150","Redlynch","","4870","","(07) 4039 5200","N","(07) 4039 5255","www.standrewscc.qld.edu.au","PY","12","Far North Queensland","Leichhardt","Barron River","Cairns (R)"
"5110","St Andrew's Catholic School (Ferny Grove)","Non-State School","","","89 Hogarth Road","Ferny Grove","","4055","Principal","89 Hogarth Road","Ferny Grove","","4055","","(07) 3351 6886","N","(07) 3851 1054","www.standrewsfg.qld.edu.au","PY","07","Metropolitan","Ryan","Ferny Grove","Brisbane (C)"
"5771","St Andrew's Lutheran College (Andrews)","Non-State School","","","175 Tallebudgera Creek Road","Tallebudgera","","4228","Principal","PO Box 2142","Burleigh MDC","","4220","","(07) 5534 8522","N","(07) 5534 8459","www.standrewslutheran.qld.edu.au","PY","12","South East","Mcpherson","Burleigh","Gold Coast (C)"
"5198","St Anne's Catholic Primary School (Sarina)","Non-State School","","","3 Range Road","Sarina","","4737","Principal","PO Box 85","Sarina","","4737","","(07) 4956 1534","N","(07) 4956 1664","www.stannes.qld.edu.au","PY","07","Central Queensland","Capricornia","Mirani","Mackay (R)"
"5222","St Anthony's Catholic College (Deeragun)","Non-State School","","","Veales Road","Deeragun","","4818","Principal","PO Box 143","Deeragun","","4818","","(07) 4751 7200","N","(07) 4751 7299","www.sacc.catholic.edu.au","PY","05","North Queensland","Herbert","Thuringowa","Townsville (C)"
"5373","St Anthony's Catholic College (Secondary Campus)","Associated Facility","","","Cnr Veales Road and Joanne Street","Deeragun","","4818","Principal","PO Box 143","Deeragun","","4818","","(07) 4751 7200","N","(07) 4751 7299","www.sacc.catholic.edu.au","06","12","North Queensland","Herbert","Thuringowa","Townsville (C)"
"5199","St Anthony's Catholic Primary School (North Rockhampton)","Non-State School","","","390b Feez Street","North Rockhampton","","4701","Principal","13B Langford Street","North Rockhampton","","4701","","(07) 4928 3401","N","(07) 4928 8526","www.sanrrok.catholic.edu.au","PY","07","Central Queensland","Capricornia","Keppel","Rockhampton (R)"
"5107","St Anthony's School (Alexandra Hills)","Non-State School","","","St Anthony's Drive","Alexandra Hills","","4161","Principal","St Anthony's Drive","Alexandra Hills","","4161","","(07) 3820 1200","N","(07) 3820 1255","www.stanthonysalexhills.qld.edu.au","PY","07","South East","Bowman","Capalaba","Redland (C)"
"5270","St Anthony's School (Dimbulah)","Non-State School","","","3 Hyde Street","Dimbulah","","4872","Principal","PO Box 128","Dimbulah","","4872","","(07) 4093 5319","N","(07) 4093 5413","www.sta.qld.edu.au","PY","07","Far North Queensland","Kennedy","Dalrymple","Tablelands (R)"
"5048","St Anthony's School (Kedron)","Non-State School","","","121 Somerset Road","Kedron","","4031","Principal","121 Somerset Road","Kedron","","4031","","(07) 3357 6185","N","(07) 3357 9963","www.stanthonyskedron.qld.edu.au","PY","07","Metropolitan","Lilley","Stafford","Brisbane (C)"
"5160","St Anthony's School (Toowoomba)","Non-State School","","","9 Memory Street","Toowoomba","","4350","Principal","PO Box 150","Drayton North","","4350","","(07) 4635 6200","N","(07) 4635 0950","www.twb.catholic.edu.au/stanthonys","PY","07","Darling Downs South West","Groom","Toowoomba South","Toowoomba (R)"
"2501","St Augustine's College","Non-State School","","","St Augustine's Drive","Augustine Heights","","4300","Principal","PO Box 4047","Springfield","","4300","","(07) 3814 8300","N","(07) 3814 8301","www.stac.qld.edu.au","PY","12","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"5337","St Augustine's College (Cairns)","Non-State School","","","251 Draper Street","Cairns","","4870","Principal","251 Draper Street","Cairns","","4870","","(07) 4051 5555","N","(07) 4031 5465","www.sac.qld.edu.au","08","12","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"5119","St Augustine's Parish Primary School (Currumbin Waters)","Non-State School","","","Galleon Way","Currumbin Waters","","4223","Principal","PO Box 133","Currumbin","","4223","","(07) 5598 8730","N","(07) 5598 5125","www.sa.qld.edu.au","PY","07","South East","Mcpherson","Currumbin","Gold Coast (C)"
"5271","St Augustine's School (Mossman)","Non-State School","","","Grogan Street","Mossman","","4873","Principal","PO Box 327","Mossman","","4873","","(07) 4098 1631","N","(07) 4098 2267","www.staugs.qld.edu.au","PY","07","Far North Queensland","Leichhardt","Cook","Cairns (R)"
"5759","St Benedict's Catholic Primary School Yeppoon","Non-State School","","","1 Laceys Road, Pacific Heights","Yeppoon","","4703","Principal","PO Box 2285","Yeppoon","","4703","","(07) 4930 2744","N","(07) 4930 2766","www.sbyrok.catholic.edu.au","PY","07","Central Queensland","Capricornia","Keppel","Rockhampton (R)"
"7595","St Benedict's College","Non-State School","","","Cnr Kinsellas Road East and Anzac Avenue","Mango Hill","","4509","Unknown","","","","","","","N","","","","","North Coast","Petrie","Murrumba","Moreton Bay (R)"
"5683","St Benedict's School","Non-State School","","","Cnr Kinsellas Road East and Anzac Avenue","Mango Hill","","4509","Principal","PO Box 725","North Lakes","","4509","","(07) 3481 4600","N","(07) 3481 4699","www.stbenedicts.qld.edu.au","PY","06","North Coast","Petrie","Murrumba","Moreton Bay (R)"
"1425","St Bernard State School","State School","352","February 2012","1/19 School Road","Mount Tamborine","","4272","Principal","1/19 School Road","Mount Tamborine","","4272","07","(07) 5545 7666","N","(07) 5545 7600","www.stbernrdss.eq.edu.au","PY","07","South East","Wright","Beaudesert","Scenic Rim (R)"
"5056","St Bernardine's School (Browns Plains)","Non-State School","","","25 Vergulde Road","Regents Park","","4118","Principal","25 Vergulde Road","Regents Park","","4118","","(07) 3800 1854","N","(07) 3800 1899","www.stbernardines.qld.edu.au","PY","07","South East","Rankin","Logan","Logan (C)"
