Location,Office type,Counter type,Address 1,Address 2,Suburb,Postcode,Latitude,Longitude,Phone,Fax,Maintenance,Mon am,Mon pm,Tues am,Tues pm,Wed am,Wed pm,Thurs am,Thurs pm,Fri am,Fri pm,Sat am,Sat pm,Sun am,Sun pm,Agency,Services,,,,,,,,,,,,,Site Details,Popluation
Brisbane,Service,,,"Lvl 5, 63 George Street",Brisbane,4000,-27.47378,153.026302,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Cairns,Service,,,"Lvl 9, City Central, 46-48 Sheridan Street",Cairns,4870,-16.925515,145.775706,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Townsville,Service,,,"Lvl 5, Central Plaza, 370 Flinders Street",Townsville,4810,-19.260633,146.816657,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Longreach,Service,,,138 Eagle Street,Longreach,4730,-23.44436,144.247599,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Mackay,Service,,,"Lvl 1, Post Office Square, 73 Sydney Street",Mackay,4740,-21.143253,149.186922,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Rockhampton,Service,,,"Lvl 3, 130 Victoria Parade",Rockhampton,4700,-23.375426,150.512337,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Bundaberg,Service,,,"Lvl 1, 7 Takalvan Street",Bundaberg,4670,-24.872009,152.334086,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Hervey Bay,Service,,,"Lvl 1, Brendan Hansen Building, 54 Main Street",Hervey Bay,4655,-25.28501,152.83898,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Toowoomba,Service,,"Canberra Place,",123 Margaret Street,Toowoomba,4350,-27.561433,151.957333,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Brisbane,Service,,,"Lvl 7, 63 George Street",Brisbane,4000,-27.47378,153.026302,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Ipswich,Service,,,"Ground Floor, Tower Central, 114 Brisbane Street",Ipswich,4305,-27.614478,152.759432,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Maroochydore,Service,,,"Lvl 8, Mike Ahern Building, 12 First Avenue",Maroochydore,4558,-26.38692,152.676474,,,,,,,,,,,,,,,,,,DSIP (DLGP),,,,,,,,,,,,,,,
Cairns,Service,,,"Lvl 2, William McCormack Place, 5B Sheridan Street",Cairns,4870,-16.926148,145.775376,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Thursday Island,Service,,,1/46 Victoria Parade,Thursday Island,4875,-10.584779,142.21558,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Cooktown,Service,,,3 Furneaux Street,Cooktown,4895,-15.467355,145.249922,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Weipa,Service,,,2 Commercial Avenue,Weipa,4874,-12.638462,141.863642,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Aurukun,Service,,,Corner Kang Kang and Themp Streets,Aurukun,4871,-13.3551943,141.729371,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Townsville,Service,,,"Ground Floor, Suncorp Building, 61 Sturt Street",Townsville,4810,-19.258158,146.816186,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Mount Isa,Service,,,52 Miles Street,Mount Isa,4825,-20.722957,139.492909,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Mackay,Service,,"Lvl 2, Pharmacy Building", 67-69 Sydney Street,Mackay,4740,-21.144496,149.186745,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Hervey Bay,Service,,"Lvl 1, Brendan Hansen Building", 54 Main Street,Hervey Bay,4655,-25.285053,152.839279,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Rockhampton,Service,,,"Lvl 3, 209 Bolsover Street",Rockhampton,4700,-23.381493,150.514669,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Toowoomba,Service,,,"Lvl 1, 1a Kitchener Street",Toowoomba,4350,-27.562324,151.958913,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Charleville,Service,,,Lot 88 Hood Street,Charleville,4470,-26.4092996,146.244778,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Ipswich,Service,,,38 Limestone Street,Ipswich,4305,-27.6159157,152.762554,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Woodridge,Service,,"Ground Floor,",6 Ewing Road,Woodridge,4114,-27.639281,153.107481,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Caboolture,Service,,,"Lvl 2, 33 King Street",Caboolture,4510,-27.084303,152.951395,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
Bowen Hills,Service,,,41 Murray Street,Bowen Hills,4006,-27.441714,153.041461,,,,,,,,,,,,,,,,,,DATSI & MA,,,,,,,,,,,,,,,
South Brisbane,Regional Office,,Ground Floor, 55 Russell Street,South Brisbane,4101,-27.478244,153.014309,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Rockhampton,Regional Office,,,"Lvl 3, 209 Bolsover Street",Rockhampton,4700,-23.381493,150.514669,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cairns,Regional Office,,,"Lvl 1, William McCormack Place, 5B Sheridan Street",Cairns,4870,-16.926148,145.775376,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Caboolture,Regional Office,,,"Lvl 2, Town Square Precinct, 33 King Street",Caboolture,4510,-27.084303,152.951395,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Townsville,Regional Office,,,"State Government Building, 187-209 Stanley Street",Townsville,4810,-19.2599274,146.813558,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Beenleigh,Regional Office,,,"Lvl 1, 100 George Street",Beenleigh,4207,-27.7160737,153.202173,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Toowoomba,Regional Office,,,1 Kitchener Street,Toowoomba,4350,-27.562324,151.958913,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Alderley,Service,,,"Lvl 1, 467 Enoggera Road",Alderley,4051,-27.42566,153.001597,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Chermside,Service,,"Ground Level, Commonwealth Centre", 18 Banfield Street,Chermside,4032,-27.381299,153.030764,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Forest Lake,Service,,,"Shop M, 255 Forest Lake Boulevard ",Forest Lake,4078,-27.626545,152.970013,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Fortitude Valley,Service,,,"Ground Level, 503-505 St Pauls Terrace",Fortitude Valley,4006,-27.45386,153.034416,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Inala,Service,,"Commonwealth Building,", 20 Wirraway Parade,Inala,4077,-27.60159,152.974287,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Upper Mount Gravatt,Service,,,"Lvl 1, Block A 643 Kessels Road",Upper Mount Gravatt,4122,-27.56102,153.078212,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Stones Corner,Service,,,441 Logan Road,Stones Corner,4120,-27.501684,153.04638,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Wynnum,Service,,,212 Bay Terrace,Wynnum,4178,-27.446452,153.176691,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Bundaberg,Service,,,"Lvl1, Queensland Government Building, 46 Quay Street",Bundaberg,4670,-24.865579,152.347498,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Emerald,Service,,,51 Ruby Street,Emerald,4720,-23.522617,148.158932,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Gladstone,Service,,,162 Goondoon Street,Gladstone,4680,-23.846205,151.257879,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Maryborough,Service,,,161 Bazaar Street,Maryborough,4650,-25.53965,152.703339,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Rockhampton,Service,,,"Lvl 4, 36 East Street",Rockhampton,4700,-23.376462,150.511637,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Rockhampton,Service,,,"Lvl 1, 35 Fitzroy street",Rockhampton,4700,-23.377555,150.510807,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Kingaroy,Service,,,180-182 Haly Street,Kingaroy,4610,-26.538598,151.837908,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Murgon,Service,,"Lvl 2, Court House Building,", Stephen Street,Murgon,4605,-26.239818,151.940334,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Woorabinda,Service,,,,Woorabinda,4713,-27.084303,152.951395,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Atherton,Service,,,34 Mabel Street,Atherton,4883,-17.265405,145.477644,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cairns,Service,,,107 Lake Street,Cairns,4870,-16.921766,145.775213,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Edmonton,Service,,,1 Ravizza Drive,Edmonton,4869,-17.017296,145.74217,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cairns,Service,,,"Lvl3, 65-67 Spence Street",Cairns,4870,-16.925515,145.775706,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cairns,Service,,,"Lvl 1, William McCormack Place, 5B Sheridan Street",Cairns,4870,-16.926148,145.775376,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cooktown,Service,,,"Lvl 2, 112 Charlotte Street",Cooktown,4895,-15.468473,145.249392,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Innisfail,Service,,,31 Glady Street,Innisfail,4860,-17.525154,146.027395,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Thursday Island,Service,,,37 Douglas Street,Thursday Island,4875,-10.584221,142.220344,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Weipa,Service,,,2 Commercial Avenue,Weipa,4874,-12.638462,141.863642,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Caboolture,Service,,,"Lvl 2, Town Square Precinct, 33 King Street",Caboolture,4510,-27.084303,152.951395,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Gympie,Service,,,26 Duke Street,Gympie,4570,-26.187614,152.657557,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Maroochydore,Service,,,15 Beach Road,Maroochydore,4558,-26.650886,153.088684,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Kippa Ring,Service,,,59 High Street,Kippa Ring,4021,-27.226173,153.090717,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Strathpine,Service,,,"Lvl1, 328 Gympie Road",Strathpine,4500,-27.306159,152.988787,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Townsville,Service,,,71-77 Patrick Street,Aitkenvale,4814,-19.298027,146.766788,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Bowen,Service,,,60-62 Williams Street,Bowen,4805,-20.015363,148.242363,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Doomadgee,Service,,,,Doomadgee,4830,-17.941666,138.828333,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mount Isa,Service,,,"Suite 30, Lvl 1 Mount Isa House, Corner Camooweal and Mary Streets",Mount Isa,4825,-20.722556,139.492768,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mackay,Service,,,110 Wood Street,Mackay,4740,-21.14383,149.184887,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mornington Island,Service,,,Lot 305 Lardil Street,Mornington Island,4871,-16.663013,139.17014,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Normanton,Service,,,"Suite 1, 36 Landsborough Street",Normanton,4890,-17.675689,141.072791,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Palm Island,Service,,,,Palm Island,4816,-18.736478,146.581263,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Thuringowa,Service,,,39 Blackhawk Boulevard,Thuringowa Central,4817,-19.321946,146.720209,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Townsville,Service,,"State Government Building, ",187-209 Stanley Street,Townsville,4810,-19.259927,146.813558,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Beaudesert,Service,,,"Shop 12-18, Telemon Place Shopping Centre, Telemon Street",Beaudesert,4285,-27.993733,152.9911866,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Beenleigh,Service,,,"Ground Lvl, 100 George Street",Beenleigh,4207,-27.716073,153.202173,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Browns Plains,Service,,,75-87 Grand Plaza Drive,Browns Plains,4118,-27.664236,153.043249,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cleveland,Service,,,146 Bloomfield Street,Cleveland,4163,-27.52896,153.267013,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Labrador,Service,,,"Lvl 1, BRP House, 118 Brisbane Road",Labrador,4215,-27.936047,153.394941,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Woodridge,Service,,,6 Ewing Road ,Woodridge,4114,-27.639281,153.107481,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Kingston,Service,,,1-9 Juers Street,Kingston,4114,-27.659623,153.116478,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mermaid Beach,Service,,"Shop 9 Pacific Square, ",2532-2540 Gold Coast Highway,Mermaid Beach,4218,-28.0418707,153.433913,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Nerang,Service,,,24 White Street,Nerang,4211,-27.990641,153.333276,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Logan Central,Service,,,"Lvl 1, 22 Blackwood Road",Logan Central,4114,-27.637757,153.105729,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Charleville,Service,,,86-88 Alfred Street,Charleville,4470,-26.401604,146.239536,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Goodna,Service,,,23-27 Smiths Road,Goodna,4300,-27.608958,152.896616,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Ipswich,Service,,,18-24 Brisbane Street,Ipswich,4305,-27.615558,152.763996,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Roma,Service,,,95 Arthur Street,Roma,4455,-26.574777,148.788706,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Toowoomba,Service,,,"Lvl 1, 128 Margaret Street",Toowoomba,4350,-27.561528,151.956797,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Brisbane,Service,,,"Lvl G2, 200 Mary Street",Brisbane,4000,-27.470304,153.029769,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Windsor,Service,,,"Lvl 2 Muruk Haus, 230 Lutwyche Road",Windsor,4030,-27.434896,153.030905,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Robina,Service,,,14 Edgewater Court,Robina,4226,-28.075889,153.381106,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Ipswich,Service,,,5-7 Wharf Street,Ipswich,4305,-27.614076,152.762745,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mackay,Service,,"Lvl 2, Pharmacy Building",67-69 Sydney Street,Mackay,4870,-21.144496,149.186745,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Nambour,Service,,,91-95 Howard Street,Nambour,4560,-26.626516,152.96269,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Toowoomba,Service,,,"Lvl 6, 10 Russell Street",Toowoomba,4350,-27.559466,151.954853,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Hervey Bay,Service,,,"Lvl 1, Brendan Hansen Building, 54 Main Street",Hervey Bay,4655,-25.285053,152.839279,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Rockhampton,Service,,,"Lvl 3, State Government Building, 209 Bolsover Street",Rockhampton,4700,-23.381493,150.514669,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Townsville,Service,,Lvl 2 Suncorp Building, 61 Sturt Street,Townsville,4810,-19.258158,146.816186,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cairns,Service,,,"Lvl 3, 85 Spence Street",Cairns,4870,-16.927421,145.77268,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mount Isa,Service,,Ground Lvl Mt Isa House, Mary Street,Mount Isa,4825,-20.722188,139.493755,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Brisbane,Service,,,"Lvl 14, 313 Adelaide Street",Brisbane,4000,-27.465895,153.029156,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
South Brisbane,Regional Office,,,Lvl 1 Corner Edmondstone and Russell Streets,South Brisbane,4101,-27.478319,153.014793,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Upper Mount Gravatt,Regional Office,,,"Lvl 1, Block A 643 Kessels Road",Upper Mount Gravatt,4122,-27.56102,153.078212,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Nundah,Regional Office,,,1159 Sandgate Road,Nundah,4012,-27.404331,153.060837,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Goodna,Regional Office,,,23-27 Smiths Road,Goodna,4300,-27.608958,152.896616,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Wacol,Regional Office,,,Aveyron Road,Wacol,4076,-27.588178,152.910985,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Beenleigh,Regional Office,,,24 Tansey Street,Beenleigh,4207,-27.720011,153.202389,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Robina,Regional Office,,,"Lvl 2 Campus Alpha, 2 Investigator Drive",Robina,4226,-28.074217,153.377021,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Caboolture,Regional Office,,,"Lvl 1, 12 King Street",Caboolture,4510,-27.085224,152.953495,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Strathpine,Regional Office,,,"Lvl1, 454 Gympie Road",Strathpine,4500,-27.302017,152.988307,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Maroochydore,Regional Office,,,"Lvl2 Mike Ahern Building, 12 First Avenue",Maroochydore,4558,-26.656606,153.093294,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Ipswich,Regional Office,,Lvl 3 George Thorn Centre,30 Thorn Street,Ipswich,4305,-27.616211,152.76529,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Toowoomba,Regional Office,,,"Lvl 1, 162 Hume Street",Toowoomba,4350,-27.563126,151.95756,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Maryborough,Regional Office,,,271 Albert Street,Maryborough,4650,-25.542173,152.698209,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Rockhampton,Regional Office,,,80-82 Denham Street,Rockhampton,4700,-23.380951,150.507814,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Bundaberg,Regional Office,,,"Ground Lvl Claude Wharton Building, 46 Quay Street",Bundaberg,4670,-24.865579,152.347498,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Gladstone,Regional Office,,,"Government Building, Corner Oaka Lane and Roseberry Street",Gladstone,4680,-23.841421,151.255906,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Mackay,Regional Office,,,110 Wood Street,Mackay,4740,-21.14383,149.184887,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Townsville,Regional Office,,,"National Bank Building, 313-315 Ross River Road",Aitkenvale,4814,-19.297559,146.764066,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Cairns,Regional Office,,Ground Lvl CitiCentral,Corner Sheridan and Spence Streets,Cairns,4870,-16.925299,145.775174,,,,,,,,,,,,,,,,,,DOCCSDS,,,,,,,,,,,,,,,
Thursday Island,Service,Housing Service Centre,,37 Douglas Street,Thursday Island,4875,-10.584221,142.220344,(07) 4214 1117,(07) 4069 2154,1300 650 910,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Townsville,Service,Housing Service Centre,,2/143 Walker Street,Townsville,4810,-19.258964,146.813892,(07) 4760 7378; 1800 806 197,(07) 4760 7376,1300 650 913,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Mount Isa,Service,Housing Service Centre,,19 West Street,Mount Isa,4825,-20.726122,139.489689,(07) 4747 2137; 1800 620 466,(07) 4747 2138,1300 650 912,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Mackay,Service,Housing Service Centre,,22-30 Wood Street,Mackay,4740,-21.140405,149.186007,(07) 4967 0888; 1800 069 237,(07) 4967 0906,1300 650 914,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Rockhampton,Service,Housing Service Centre,,"Lvl 3, State Government Building, 209 Bolsover Street",Rockhampton,4700,-23.381493,150.514669,(07) 4938 4085; 1800 801 176,(07) 4938 4088,(07) 4938 4085; 1800 817 029,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Emerald,Service,Housing Service Centre,,27A Hospital Road,Emerald,4720,-23.520886,148.156931,(07) 4987 4871; 1800 659 160,(07) 4982 1721,(07) 4982 3090; 1800 817 029,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Gladstone,Service,Housing Service Centre,,147 Goodoon Street,Gladstone,4680,-23.84501,151.256771,(07) 4979 6560; 1800 266 807,(07) 4979 6574,(07) 4979 4960,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Bundaberg,Service,Housing Service Centre,,16 Quay Street,Bundaberg,4670,-24.863789,152.354064,(07) 4131 5990; 1800 809 835,(07) 4131 5989,1800 655 949,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Maryborough,Service,Housing Service Centre,,116 Lennox Street,Maryborough,4650,-25.539681,152.354064,(07) 4121 1918; 1800 623 242,(07) 4121 1775,1300 137 687,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Toowoomba,Service,Housing Service Centre,Lvl 2 Condamine Centre, 10 Russell Street,Toowoomba,4350,-27.559466,151.954853,(07) 4615 3560; 1800 623 435,(07) 4615 3679,1300 650 915,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Ipswich,Service,Housing Service Centre,,4 Bell Street,Ipswich,4305,-27.612402,152.760302,(07) 3280 1420; 1800 636 390,(07) 3280 1421,(07) 3280 1778,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Riverview,Service,,,"Shop 12, Corner Mitchell and Price Streets",Riverview,4303,-27.598501,152.846999,,,,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Wynnum,Service,,,212 Bay Terrace,Wynnum,4178,-27.446452,153.176691,,,,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Fortitude Valley,Service,Housing Service Centre,,505 St Pauls Terrace,Fortitude Valley,4006,-27.45386,153.034416,(07) 3872 0320,(07) 3872 0366,(07) 3872 0303,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Chermside,Service,Housing Service Centre,,"Lvl 3, 18 Banfield Street",Chermside,4032,-27.381299,153.030764,(07) 3896 9900,(07) 3896 9904,(07) 3896 9973,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Buranda,Service,Housing Service Centre,,"Lvl 1, 221 Logan Road",Buranda,4102,-27.496579,153.040391,(07) 3405 5300,(07) 3405 5324,(07) 3405 5322,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Inala,Service,Housing Service Centre,,14 Wirraway Street,Inala,4077,-27.601393,152.974654,(07) 3362 9200,(07) 3362 9220,(07) 3362 9230,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Capalaba,Service,Housing Service Centre,Capalaba Tower Court Building, 36 Old Cleveland Road,Capalaba,4157,-27.5205229,153.190782,(07) 3362 9100,(07) 3362 9104,(07) 3362 9109,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Robina,Service,Housing Service Centre,,Robina Town Centre,Robina,4226,-28.070145,153.376411,(07) 5583 2200,(07) 5583 2242,1300 650 917,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Woodridge,Service,Housing Service Centre,,11 Station Road,Woodridge,4131,-27.66928,153.123511,(07) 3884 9800,(07) 3884 9830,(07) 3884 9840,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Caboolture,Service,Housing Service Centre,"Lvl 5, Caboolture Park Shopping Centre",60-78 King Street,Caboolture,4510,-27.084958,152.948498,(07) 5431 2501,(07) 5431 2505,(07) 3480 1580,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Redcliffe,Service,Housing Service Centre,Lvl 1 Blue Water Square Shopping Centre, 20 Anzac Avenue,Redcliffe,4020,-27.230427,153.114933,(07) 3480 1550,(07) 3480 1577,(07) 3480 1580,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Brisbane,Program Office,,,"Lvl 7, 133 Mary Street",Brisbane,4000,-27.470594,153.029049,,,,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Brisbane,Program Office,,,"Lvl 13, 61 Mary Street",Brisbane,4000,-27.472495,153.02675,,,,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Brisbane,Program Office,,,"Lvl 5, 133 Mary Street",Brisbane,4000,-27.470594,153.029049,,,,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
